name,breed,color,dad_weight,available,dob,gender,mom_weight,price,puppy_id,registry,bio,age_in_weeks
Alexis,Rottweiler,Black & Tan,110,I'm ready today!,27-Jan-17,Female,100,2875,497139,AKC,"""Hello my name is Alexis! I am starting to learn about the outside world which is very big. I can't wait to learn to run around and meet new animals and more humans. I am ready to explore and do all the fun things dogs like me do. I will arrive to my new home up to date on vaccinations and pre-spoiled. I can’t wait to meet you. I have so much fun planned for us! See you soon!”",9
Destiny,Rottweiler,Black & Tan,110,I'm ready today!,27-Jan-17,Female,95,2875,497162,AKC,"""hello, my name is destiny. I am trying to learn the big outside world and so far I am liking it. I am being introduced to new and exciting things like the grass and other animals and humans. Keep up with me as I will keep you updated on my progress of growing up and learning all the things this big world has to offer. I will arrive home to you up to date on vaccinations and vet checked from head to tail. I can't wait to meet you! See you soon!”",9
Mia,Siberian Husky,Black & White,95,I'm ready today!,14-Jan-17,Female,90,1875,497172,AKC,"Meet Mia. This little sweetie is truly one of a kind! She loves to play, snuggle, and give lots of puppy kisses. Her fur is oh so soft and you'll love pampering her and petting her as much as possible. You'll just love taking her out on walks around the block and you will truly be a pretty picture at the dog park together. The sweet baby is hoping to go home to you, so pick up the phone and call about Mia today! She can't wait to meet you!",11
Grace,Rottweiler,Black & Tan,110,I'm ready today!,27-Jan-17,Female,95,2875,497175,AKC,"""Hello, my name is Grace and I am a very sweet puppy. I am slowly starting to adventure into this great, big world. I am a cuddler so far and love my temporary human mom. I can't wait to meet my future forever home. I know I will make whoever you are so happy! Keep up with me as I will let everyone know how I am growing, and about all the new and exciting things I am going to learn.""",9
Dawn,Yorkshire Terrier,Black & Tan,4,I'm ready today!,27-Dec-16,Female,8,2150,497181,APRI,"“Hello! My name is Dawn, and I’m super excited to meet you! I can’t wait to join your family and go on adventures with you. I love to play and I’m well socialized. I come up to date on vaccinations, fully vet checked, and with a current health certificate! That means I will be healthy, happy, and ready to come to my home! So go ahead and pick me for a lifetime of puppy kisses and love.”",14
Max,Yorkshire Terrier,Black & Tan,4,I'm ready today!,27-Dec-16,Male,8,1950,497184,APRI,"“My name is Max and playing is my favorite! I’m an active puppy that enjoys company. I can’t wait to see my new home. To cheer up after a long day, puppy kisses do the trick! So don't worry, because I have plenty! I’m up to date on my vaccinations and vet checked from head to tail, so I’m a healthy pup. I will surely have your heart in no time! Besides, can’t you see how attractive I am?  Don’t miss out on the fun! I can make your life just a bit more fun!”",14
Grant,Yorkshire Terrier,Black & Tan,4,I'm ready today!,27-Dec-16,Male,8,1950,497186,APRI,"“Hello, my name is Grant. I am a loving, young pup looking for a loving family and home to call my own. I have been vet checked from head to tail, my vaccinations are up to date, and I will arrive to my new home with a current health certificate. I am very playful and I just can’t wait to play with you. Hurry, hurry, my sweet puppy kisses are waiting.”",14
Henna,Pomeranian,Red Sable,4,I'm ready today!,1-Jan-17,Female,4,2495,497218,CKC,"“Hi, my name is Henna! I am a little baby that love kisses and snuggles! I love to sit by the fire with you or romp around outside in the yard. I love playing with my favorite toys and would be glad to share them with you. Believe me when I say, that I am the best puppy you will ever meet! I know I will love my forever and family and I can't wait to meet them. I am so ready to come home! Pick me!”",13
Helena,Labrador Retriever,Chocolate,45,I'm ready today!,11-Jan-17,Female,70,2150,497219,AKC,"“I am sure glad you found my page! My name is Helena! When I am out on the town, people always stop to tell me how cute I am! I always love getting attention: pats on my head, kisses, and lots of rubs on my belly! When I am not enjoying the fresh air during my long walks, I also just like laying around the house watching TV or eating. On most days, I enjoy doing both at the same time. I am a laid back and lovable puppy. I am looking forward to having fun with my forever family. So, please don't pass me by! I am here waiting for you to make me your baby. I guarantee lots of puppy kisses!”",11
Warren,Labrador Retriever,Chocolate,45,I'm ready today!,11-Jan-17,Male,70,2150,497222,AKC,"""Hi! My name is Warren. I am told that I am very smart, sweet, and playful. I love to watch what you do very attentively. Spending time with you will make me the happiest puppy ever! Sometimes I feel the need to give you puppy kisses! I prefer to kiss your nose, as there is something so funny about human noses; they make me giggle. I also really enjoy chasing my tail. I don't know what that thing does back there, but it intrigues me. I have yet to catch it, but I'll keep trying. I am looking for a family that will love and spoil me, as long as you let me spoil you with my love too. I think you could be the one for me!""",11
Bruce,Cocker Spaniel,Buff & White,16,I'm ready today!,31-Jan-17,Male,10,1875,497235,APRI,"""My name is Bruce and it is so nice to meet you! I'm a little cutie that loves my people. I am quite the character. I do know that my cute little antics will win you over every time. I know how to make anyone smile. I love to play and bring my pillow into my bed at night. I can't wait to find a new forever family. Would you like to spend your days and night with me? I will be right there to bring you love and fill your heart with joy. I know what works when it comes to making your heart melt. I will look at you and then when you are not looking, I will jump up on your lap and give kisses. By the way, I've already started packing my bags!”",9
Coco,Cocker Spaniel,Buff & White,16,I'm ready today!,31-Jan-17,Male,10,1875,497236,APRI,"“Why hello everyone! My name is Coco and it is so nice to meet you! I'm a little cutie that loves my people. I am quite the character. I do know that my cute little antics will win you over every time. I know how to make anyone smile. I love to play and bring my pillow into my bed at night. I can't wait to find a new forever family. Would you like to spend your days and night with me? I will be right there to bring you love and fill your heart with joy. I know what works when it comes to making your heart melt. I will look at you and then when you are not looking, I will jump up on your lap and give kisses. What I am looking for with my new family is lots of love and affection. You won't be disappointed and I can't wait to see you and start our lives together. By the way, I've already started packing my bags!”",9
Booth,Pomeranian,Sable,4,I'm ready today!,1-Jan-17,Male,4,2150,497238,CKC,"“Hi! My name is Booth and there is no need to look any further, because I am the one for you! I have the nicest coat that just begs to be petted. I have a secret to share with you, too. I absolutely love to have my tummy rubbed! I love it so much that I will melt in your arms while you do it. I will have a complete nose to tail vet check and be up to date on vaccinations. I promise to make a lifetime of memories with you. I can't wait to leap in your arms and be yours forever!”",13
Baby,Pomeranian,Lavender & White,4,I'm ready today!,1-Jan-17,Female,4,2495,497244,CKC,"“Hi! I’m Baby, the keeper of all squeaky toys. If it’s on the floor, I own it. If it has peanut butter on it, then yes, I probably licked it. I am a confident little pup, and I plan to win the hearts of all I meet. I like belly rubs, lots of hugs and pats on the head, so I know when I’m being good. I’ll be up to date on my vaccinations and vet checks, so I plan on being a loyal and healthy companion to my new family. I'll be here with my squeaky toys and peanut butter, waiting for your call! Don't miss out on me!”",13
Misty,Cane Corso,Blue,130,I'm ready today!,21-Jan-17,Female,90,2350,497252,AKC,"""Misty is my name, and playing is my game! I am a gorgeous blue puppy. I am awesome at fetch, if I do say so myself. Some might even say I'm a tennis ball connoisseur! I like anything that gets my tail wagging. I can play for hours, then curl up for a good 'ol nap. My vet says I'm healthy and strong, and ready for any adventures that come my way. I can't wait to meet you! Love, Misty.""",10
Kohl,Pomeranian,Black,5,I'm ready today!,2-Jan-17,Male,4,1875,497254,APRI,"“Puppy's log. When I opened my eyes on this strange planet, I wasn't sure who the other life forms were. I understand now that these other creatures that look like me are called 'siblings' and the larger, loving one is called 'mom'. They are feeding me well here, and are keeping me entertained with round, little things they call 'balls'. As I understand from the larger life form on two legs, I am to exercise by bringing it back to them when it's thrown. I think I may like this, but I'm not sure yet. I have been told by another two-legged life form, dressed in a long white coat, that I am healthy. Even though I'm enjoying my time here, I would like to travel soon to study another place. I hope to go there soon to learn more. I will update soon. Signing off now, Kohl.""",13
Ezra,Pomeranian,Cream & White,4,I'm ready today!,1-Jan-17,Male,4,2150,497255,CKC,"""My name is Ezra. Fun describes my personality. I can't wait to come home to my forever family! So I can run around, while you watch or play with me. If you still have your doubts that I'm the puppy for you, then call in and ask about me. I have plenty of kisses to make your day and soothe away frustrations. My bags are packed and I'm excited to meet you! Hurry and take me home. Your home is where I'm supposed to be!""",13
Gizmo (Was Payton),Yorkshire Terrier,Black & Tan,4,7-Apr-17,11-Jan-17,Male,4,2725,497261,AKC,"Payton is a gorgeous little boy. He's going to be perfect size to be a little purse puppy and go everywhere with you. He's got short, little legs and a precious little baby doll face. His nose is super short. He so sweet and just loves to snuggle and play. He's already starting on potty training with puppy pads and he's doing great. He's a really smart little boy and he's going to be an amazing companion.",11
Matilda,Pomsky,Red,12,I'm ready today!,6-Dec-16,Female,45,2050,497262,Not registered,"“Though time can change so many things, I know one thing is true; if you make me your forever baby, I will love you forever. My name is Matilda and I will love you unconditionally with all of my heart. We will be best friends forever. I promise to always be on my best behavior and to make you happy when you feel down. I just know we will be so happy together. Please bring me home soon. I am ready to start my life with you!”",17
Maggie May,Cane Corso,Black,130,I'm ready today!,21-Jan-17,Female,90,2350,497264,AKC,"“Hello! My name is Maggie May! I am like a ray of sunshine that is ready to brighten up your life. I will take you back in time and bring that large childhood grin back to your face. So, if you have room in your home and heart for a puppy like me, then call now. I will arrive up to date on vaccinations, vet checked, with a current health certificate, pre-spoiled, and ready to share all of my puppy love with you. I'll be waiting for your call!”",10
Brittany,Rottweiler,Black & Mahogany,110,I'm ready today!,4-Feb-17,Female,75,2095,497265,AKC,"""Howdy! My name is Brittany! I bet you can tell by my name that I will be a bright ray of sunshine to warm your heart. Right now I am getting to know my surroundings and getting my puppy education by being socialized with others as well as various sights and sounds! I promise to be up to date on my vaccinations and get a microchip before I come home.""",8
Honey Bun,Yorkshire Terrier,Blue & Gold,3,I'm ready today!,7-Jan-17,Female,4,2775,497266,CKC,"“Are you in search for the dearest and most loved puppy on earth? Well, look no further, because I’m here. My name is Honey Bun, and I’m the cutest puppy that ever lived. My affectionate kisses will steal your heart over with the first one. I will arrive to my new home healthy, happy, vet checked and up to date on vaccinations. So, as you can see, I am the perfect best friend. Aren't you excited? Just remember, I’m waiting on you!”",12
Brunoo,Rottweiler,Black & Mahogany,110,I'm ready today!,4-Feb-17,Male,75,2095,497267,AKC,"""My name is Brunoo, no not Mars, but I am definitely a star! I come from champion bloodlines and am determined to make a positive impact on your life and in your heart. I am currently being socialized with different people and sounds as part of my puppy education, all in preparation to be at your side. I promise to be up to date on my vaccinations before I come home, as well as have my microchip to help ensure that we are never separated. I can't wait to meet you and the rest of the family.""",8
Gibbs,Yorkshire Terrier,Blue & Gold,3,4-Apr-17,7-Jan-17,Male,4,2725,497268,CKC,"“Hi! My name is Gibbs and I promise to be the meaning of love. Someone who makes you feel good about living, who brings out the you that you like best. Someone to share joy, laughter, and even someone to comfort you when times are tough. Someone to love to play you more than anything else in this world. A companion who accepts you for the person that you are without judgment. This is what I will be for you; the beautiful very real meaning of love!”",12
Bailey,Rottweiler,Black & Mahogany,110,I'm ready today!,4-Feb-17,Male,75,2095,497270,AKC,"""Bailey is my name, and loving is my game! I am just waiting on the opportunity to love my way into your heart and life. I'm getting my puppy education so that I am prepared for the next phase of life with my forever family. I'm getting socialized with adults, children, and various sounds. Since I come from champion bloodlines, I'm sure I'll pass the test or whatever comes my way. I enjoy being petted and having my belly rubbed. I promise to be up to date on my vaccinations before I come home; I'll also have my microchip, so that we won't ever be apart.""",8
Daisy,Cane Corso,Black,130,I'm ready today!,21-Jan-17,Female,90,2350,497274,AKC,Daisy is one of the biggest of the litter. She is black and maybe going to brindle. She has a little white on her chest too. Daisy is very sweet. She climbs right in your lap and loves to play with our grandchildren whenever they visit. Daisy is going to be a fine dog for your family. She is AKC and ICCF registered. Don't wait 'till it's too late; call about Daisy now!,10
Nora,Yorkiepoo,Black & Tan,6,I'm ready today!,20-Jan-17,Female,9,3295,497276,Not registered,"“If you make me your baby, you will be my life and I'll always love you. My name is Nora, and I promise to love you with all my heart and never stop finding ways to show you how much you mean to me. I promise to cuddle when you need cuddling, to play when you need cheering up, and to listen when you need to get something off your chest. You will never find a better friend than me. I will be loving, loyal, and devoted to you forever. Please bring me into your life. I will never make you sorry that you did.”",10
Hailee,Yorkiepoo,Fawn & Black,6,I'm ready today!,20-Jan-17,Female,9,3295,497279,Not registered,"""Hailee is the name and making you laugh is my game. I'm a silly pup who loves to play around. I'm quiet the little cut up. I just know that with me by your side you will never be bored. I will be your best friend for life. We will play, cuddle, and kiss as often as possible and I promise to always keep you entertained and happy. We are a match made in heaven, so make the call that brings me home!”",10
Bobby,Yorkiepoo,Fawn & Black,6,I'm ready today!,20-Jan-17,Male,9,3550,497281,Not registered,"“I see you there, staring at me! You couldn't help yourself, could you? I can't say that I blame. A gorgeous puppy like me deserves to be admired by all! My name is Bobby, and puppies like me are a rare find. Can't you just see you and me together? We will be the envy of everyone that sees us. I am so excited about us becoming best friends. Oh, I just can't wait to give you one of my famous puppy kisses. You better hurry and inquire about me now, before someone else does. I don't want to go home with anyone else except you!”",10
Pearl,French Bulldog,Blue & White Pied,20,7-Apr-17,10-Feb-17,Female,20,7395,497282,AKC,"Pearl is a gorgeous blue and tan pied French Bulldog puppy with the bluest eyes! Her mother and father are around 20 pounds. Amelie will have a complete nose to tail vet check and arrive with a current health certificate. She will love running around town with you doing errands, or snuggling at home to relax. Pearl is eager to find her forever home. Don’t miss out on this spectacular companion.",7
Stewey,Shih Tzu,Gold Sable & White,7,I'm ready today!,26-Jan-17,Male,9,3750,497283,APRI,"“Well, hello there! My name is Stewey, and I can assure you that I am the one you have been looking for. I am pretty fun, if I do say so myself. I have been known to catch a ball or two, long walks tickle my fancy, and fetch is just about my favorite pastime. Playtime aside, I have also been known to indulge in a good, old-fashioned nap and I sure hope that you'd snuggle up with me. To top it all off, my vet says that I am super healthy and all ready to go. I mean, what more could you ask for? I can't wait to meet you so we can start making great memories together. I'm am going to make it my mission in life to make you smile. See you soon!”",9
Arlo,Shih Tzu,"Black, Gold & White",7,I'm ready today!,26-Jan-17,Male,9,3550,497284,APRI,"“If you're looking for a buddy to share tons of good time with, then you have found the one right here. My name is Arlo and I specialize in good times. Where I am now is great, and I am being well taken care of, but I know that the real adventure starts once I've made my way to you. We can go on a jog in the mornings, roll around the house before lunch, and I can even teach you to bark at the mailman when he comes to interrupt our play time. It'll be our rules, all the time! Hurry up and pick up that phone so we can get a roll on things! Don't wait, some other family might get a hold of my and I want to go home with you!”",9
Naomi,French Bulldog,Fawn & Black,20,7-Apr-17,10-Feb-17,Female,20,7350,497285,AKC,"Naomi is a gorgeous little sable girl. She has the cutest black ears that make her look like a little panda bear! She is the tiniest of the litter, but that doesn't stop her from being cute. She is the absolute perfect travel-size companion anyone could ask for! She will be ready by April 7th to join her new family! Will that be you? Call about Naomi today!",7
Zoey,Shih Tzu,"Black, Gold & White",7,I'm ready today!,26-Jan-17,Female,9,3895,497293,APRI,"“On a scale of 1 to 10, my cuteness is an 11. My name is Zoey and the family I have now tells me that I am a true cutie and any family would be lucky to have me. But truthfully, I'd be lucky to have a family to love me and I sure hope that it is you. I'm a simple pup. I like to play, run around, take a nap or two, and a puppy treat every now and then would sure be great. I am vet check from head to tail so I am healthy and ready to go. I have packed my bags and I am ready to venture off to my new family as soon as possible.""",9
Max,Maltese,White,8,I'm ready today!,28-Jan-17,Male,6,2450,497309,CKC,"Max is a real delightful puppy. He is cuddly and very laid back. If you are searching for that new family member, this little boy just might be for you. This baby is going to make a great companion and be very loyal to his family. Max is always doing something sweet to catch your attention and it always works! He is very sweet and I'm sure you'll fall in love with him at first sight. Max will have a complete nose to tail vet check and arrive up to date on his vaccinations. Don't pass up on this baby because he can't wait to meet you!",9
Sonny,Pomeranian,Orange,4,I'm ready today!,24-Jan-17,Male,8,3195,497322,AKC,"Don’t you just have to know this cutie’s name? Well its Sonny, and he is just waiting for you to give him that forever home he is looking for. Sonny is the life of the party and will keep you smiling. He is a true cutie. This handsome baby boy will be sure to come home to you happy, healthy, and ready to play. He will be up to date on his vaccinations and vet checks. Don’t let this little boy get away. He will be sure to make that perfect addition that you and your loving family have been looking for.",10
Lil Harley,Chinese Shar-Pei,Black,30,I'm ready today!,5-Jan-17,Male,25,2250,497324,ACA,"""Hi! I'm a very fun-loving and sweet boy! I enjoy playing outside and I am learning to chase balls. I'm also learning how to go potty outside and I have been told I'm doing very good with that. I love to play and I'm learning to be nice to kitty cats. I'm told that I sleep very hard and really enjoy napping after playing for a while. I'm a very happy guy and I love people. I am an in-your-back-pocket kind of fellow and I'm very loyal. Thanks for looking! Have a great day!""",12
Rubie,Shihpoo,Black,7,I'm ready today!,19-Dec-16,Female,9,1475,497329,Not registered,"Rubie is a calm and loving puppy. She just loves to lie on your lap and be loved. After a long day of playing with her toys, she can just relax on her bed and catch some puppy snoozes. Her mother is a Shih Tzu, and sire is a toy Poodle. When arriving to her new home, Rubie will come up to date on vaccinations, vet checked, and pre-spoiled! She loves to be dressed up and treated like the princess she is. Hurry, her bags are packed and she's ready to venture to her new home!",15
Benji,Shihpoo,Black,7,I'm ready today!,19-Dec-16,Male,9,1475,497330,Not registered,"This little guy is a precious, happy, playful, and loving little guy. Benji is the life of the party and will keep you smiling. He is a true cutie. This handsome baby boy will be sure to come home to you happy, healthy, and ready to play. His mother is Shih Tzu, and sire is a toy Poodle. Benji will be up to date on his vaccinations and vet checks., and even microchipped. Don’t let this little boy get away. He will be sure to make that perfect addition that you and your loving family have been looking for.",15
Baby Girl,Doberman Pinscher,Black & Rust,95,I'm ready today!,27-Nov-16,Female,75,3450,497356,AKC,"“Greetings! My name is Baby Girl and I am ready to find my fur-ever home. As you can tell my photos, I'm an adorable baby that specialize in snuggle time. The home I am at now is very nice, but I know that the real fun will start once I arrive at your place. The sooner I can get to you, the better! I will be vet checked and up to date on my puppy vaccinations, so hurry up and make plans to get me to you. Don't leave a puppy like me behind!”",18
Sara,Maltese,White,4,I'm ready today!,25-Dec-16,Female,6,3075,497377,AKC,"Sara is a calm and loving puppy. She just loves to lie on your lap and be loved. After a long day of playing with her toys, she can just relax on her bed and catch some puppy snoozes. When arriving to her new home, Sara will come up to date on vaccinations, vet checked, and pre-spoiled! She loves to be dressed up and treated like the princess she is. Hurry, her bags are packed and she's ready to venture to her new home!",14
Tuffy,Goldendoodle,Golden,22,I'm ready today!,28-Jan-17,Male,22,2495,497379,Not registered,"“Playing is my favorite! I’m an active puppy that enjoys company. I can’t wait to see my new home. To cheer up after a long day, puppy kisses do the trick! So don't worry, because I have plenty! I’m up to date on my vaccinations and vet checked from head to tail, so I’m a healthy pup. I will surely have your heart in no time! Besides, can’t you see how attractive I am?  Don’t miss out on the fun! I can make your life just a bit more fun!”",9
Smoky,Pomeranian,Beaver,4,I'm ready today!,16-Jan-17,Male,5,2050,497386,APRI,"Smoky is absolutely the most sweetest little guy ever! If you're looking for a cuddle buddy  then he's for you, he loves to cuddle! He has both great looks and a great personality! This little sweetheart will bring tons of love into your home. He is doing great on potty training, Very smart little boy!. He's always doing something cute to grab your attention! Smoky is very healthy and will come to you up to date on vaccinations and pre-spoiled. He also comes with a pedigree! Smokey is doing really good with potty training too! This cute boy promises to always be by your side as your most faithful, four-legged companion. Wouldn't you love to make Smoky yours today? Don't miss out!",11
Salvador,Labrador Retriever,Chocolate,75,I'm ready today!,26-Jan-17,Male,50,1825,497393,AKC,"""Hello there! My name is Salvador, and I can't wait to meet you. I am looking for a home that will love me and train me to be the best boy I can be. I can't think of a better home than that! I am a small little guy now, but I can't wait to grow up and be your best companion and friend. My mama and daddy are always kind and love to please their people, and I want to be just like them. I will arrive to my new home up to date on vaccinations and pre-spoiled. I can’t wait to meet you. I have so much fun planned for us! See you soon!”",9
Coco,Yorkshire Terrier,Chocolate & Tan,5,I'm ready today!,22-Jan-17,Male,4,3195,497397,AKC,"Coco is the one you have been looking for! He's perfect in every way! He is outgoing, playful, loving, and charming. He will be the talk of the town. Just look into those eyes and tell me you don’t agree. He is always so sweet and wants to please. Coco will be sure to come to his new home happy, healthy, and ready to fill your home with his puppy love. He will be up to date on his puppy vaccinations and vet checks just in time to come home to you. What are you waiting for? You have found the perfect prince charming right here.",10
Mocha,Yorkshire Terrier,Chocolate & Tan,5,I'm ready today!,22-Jan-17,Female,4,3450,497398,AKC,"“I know you've been looking for the perfect puppy and I think I have all the right qualifications for the position. My name is Mocha, and it is so nice to meet you! First, I'd like to say that I have a lifetime experience of being cute. I've been a cutie since the day I was born! My fur is unlike any other and my cute face has been known to melt a heart or two. Next, I am versatile. I am always ready for hours of play or even a day full of movies and snuggles. I also happen to be well-socialized; I'll get along with anyone who comes my way. I even have references. The person in the white coat says I am healthy and ready to go. I sure hope I get the job because I'd love to come home to you!”",10
Ace,Golden Retriever,Golden,70,I'm ready today!,24-Dec-16,Male,60,1625,497409,ACA,"This is Ace. He is ready to come home and be your best friend. As soon as you walk in the door he’ll be right there to greet you with his wagging tail. Ace is playful, loving, and cuddly, and will be up to date on vaccinations and pre-spoiled when arriving home to you. He is eager to learn everything you want to teach him and he can’t wait to arrive at his new home to begin.",14
Ace,Labrador Retriever,Fox Red,100,I'm ready today!,28-Jan-17,Male,75,2095,497412,AKC,Ace is a handsome little fella with a face that will melt your heart. He is ready and waiting to meet you with open paws. He loves playing with his litter mates and his human friends. He will be sure to come home to you up to date on his puppy vaccinations and vet checks. Don’t let this little cuddle bug pass you by. He is just waiting for you to make him your forever baby boy.,9
Wilbert,Shorkie,Black & Gold,5,I'm ready today!,26-Dec-16,Male,9,1595,497413,Not registered,"You don't have to pinch yourself awake; this is not a dream, you really did just find the perfect puppy. Meet Wilbert. This little prince has it all. His fur is soft to the touch and perfect to pet all day. His face is the epitome of puppy perfection, and your heart will melt every time you look into his eyes. Not only does he have good looks, he has a personality to match. He's fun-loving, friendly, and sweet. Wilbert has never met someone who hasn't fallen in love with him instantly.  His mommy is a gorgeous Red Shih Tzu and his daddy a stunning Yorkie. He will arrive to you up to date on all vaccinations, health checks. and pee pee pad trained. Make your dreams a reality and bring this boy home today!",14
Lolly,Shorkie,Gold Sable,5,I'm ready today!,26-Dec-16,Female,9,1875,497421,Not registered,"Meet Lolly! She is a perfectly perky little girl! She has such a fun spirit that she must get from her dad, who is a silly boy! She adores time spent romping on the floor with her toys, but her favorite place to be is beside you! Lolly is a really great gal and she'll make a terrific pet! She is up to date on vaccinations and health checks. She is doing really well on Pee Pee Pads too! Don’t miss out! Puppy kisses are waiting!",14
Flashy Flash,Labrador Retriever,Fox Red,100,I'm ready today!,28-Jan-17,Male,75,2095,497423,AKC,"Flashy Flash! His name is already well known, but this Flashy Flash is the star! The star that's ready to steal your heart. He is so loving and friendly and ready to meet you. Flashy Flash will be sure to come home to you up to date on his puppy vaccinations and vet visits. Don’t let this handsome baby boy slip away from you. He will be sure to make that perfect loving addition that you have been searching for.",9
Logan,Maltese,White,3,I'm ready today!,18-Dec-16,Male,5,2050,497425,APRI,"Logan has a beautiful coat and face with big eyes that make him outstanding. He loves to run and play with his brother, then snuggle up and take a nap. Logan will be sure to come home to you happy, healthy, and ready to play. He will be up to date on his puppy vaccinations and vet checks just in time to come to his new home. Don’t miss out on the newest addition to your family. He will be sure to steal your heart away.",15
Gunner,Poodle,Cream,65,I'm ready today!,3-Dec-16,Male,40,2050,497428,ACA,“My name is Gunner and it sure is a pleasure to meet you. I am spending time getting ready to go home to my fur-ever family. I am playing with people here so I can be well-socialized and ready for any type of lifestyle that you may have. I am also getting tons of playtime and exercise. I sure hope you like to play! I have also been to the vet and he checked me from head to tail and has given me all of my vaccinations to make sure that I am a happy and healthy puppy. I hope that you call soon to bring me home because I have already starting packing my bags! I am excited to meet my new family!”,17
Grace,Poodle,Black,65,I'm ready today!,3-Dec-16,Female,40,2050,497430,ACA,"“You are the one that I have been looking for. Let me introduce myself; my name is Grace and I am pleased to meet my new fur-ever family. I have heard a lot about how kind and loving my new family will be and I just can't wait to get to them. I really hope it's you because you seem to be everything I want. I'm cuddly, friendly, and have even been to the vet who says that I am healthy and ready to go! I really hope that you call about me soon because you are everything that I have been dreaming of.”",17
Cora,Poodle,Black,65,I'm ready today!,3-Dec-16,Female,40,2050,497432,ACA,"“Hello! My name is Cora, and I've had this dream for quite a while. It's something I'd do anything for. It's better than a gigantic bag of my favorite puppy treats. It's better than a 24 hour session of belly rubs. It's better than endless walks around the dog park with all of the tennis balls and frisbees that I could ask for. You want to know what it is? It's you. I dream that I'll get to go home to you as soon as possible. We'll cuddle and snuggle and love each other with all our might. Nothing will stop me from being by your side and being the very best friend possible. Call now and bring me home so that my dreams can come true!”",17
Johnny,Yorkshire Terrier,Black & Gold,6,I'm ready today!,29-Dec-16,Male,4,2350,497441,AKC,"What a little love Johnny is! He is the best cuddle bug and gives wonderful puppy kisses. He is full of energy and lots of spunk. You can already see his sparkling personality emerging. Johnny will be sure to come to his new home happy, healthy, and ready to fill your home with his puppy love. He will be up to date on his puppy vaccinations and vet checks just in time to come home to you. He is doing great on his potty training too! What are you waiting for? You have found the perfect prince charming right here.",13
Truffles,Yorkshire Terrier,Chocolate & Tan,4,I'm ready today!,5-Jan-17,Female,4,2595,497444,AKC,"A little girl that loves to give kisses. She is eating her hard food, but loves her chicken and rice in the mornings. When arriving to her new home, Truffles will come up to date on vaccinations, vet checked, and pre-spoiled! She loves to be dressed up and treated like the princess she is. Hurry, her bags are packed and she’s ready to venture to her new home!",12
Baxter,Shihpoo,Black,7,I'm ready today!,19-Dec-16,Male,9,1475,497445,Not registered,"Your search has ended. Meet Baxter! This playful boy can’t wait to go on adventures with you. Just picture it now: running through the park, playing fetch, swimming, and so much more! His mother is a Shih Tzu and his sire is a toy Poodle. He will come home to you up to date on vaccinations and fully vet checked from head to tail, and even microchipped!  Baxter has a very loving disposition and is looking for the perfect family to share that with. Could it be your family? He sure hopes so!",15
Mikey,Shih Tzu,Gold,5,I'm ready today!,27-Dec-16,Male,7,2350,497447,AKC,"Mickey is a real delightful puppy. He is cuddly and very laid back. If you are searching for that new family member, this little boy just might be for you. Mickey is always doing something sweet to catch your attention and it always works! He is very sweet and I'm sure you'll fall in love with him at first sight. He has started his puppy pad training. Mikey will have a complete nose to tail vet check and arrive up to date on his vaccinations. Don't pass up on this baby because he can't wait to meet you!",14
Toodle,Shih Tzu,Gold,5,I'm ready today!,27-Dec-16,Male,7,2350,497448,AKC,"Toodle is a real treasure! He is a very spirited and an awesome little guy. He likes to run and play with the other puppies. He also love to be the center of attention. You will be delighted to add this loving pup to your family! Toodle was raised by a family with over 30 years of experience. He arrives to his new home up to date on his vaccinations, vet checked from head to tail, and started on his puppy pad training. Reserve this fun little man today. You will be so glad you did.",14
Heather,Yorkiepoo,Gold & White,4,I'm ready today!,31-Dec-16,Female,5,1775,497450,Not registered,"Meet Heather! When arriving to her new home, Heather will have a complete nose to tail vet check and arrive up to date on her vaccinations. Her coat is thick and soft to the touch. She is a sweet little girl that loves to give you kisses and loves to snuggle. She can’t wait to be held in your arms and be loved. Just imagine all the fun things you can do! Heather will surely be the loving companion you’ve been looking for.",13
Twinkle,Great Dane,Black,175,I'm ready today!,27-Jan-17,Female,160,3075,497460,AKC,"“Hello! My name is Twinkle! I'm a cute, cuddly, and loyal puppy that is looking for that special family to join. My ideal family will take me for walks in the park, provide me with yummy treats, rub my cute puppy belly, and give me lots of hugs and kisses. In return, I will provide you with many years of unconditional love! All you have to do is call that number over there and say you want to bring me home. Give me a chance and I will be sure to leave paw prints on your heart!”",9
Lily,Great Dane,Harlequin,175,I'm ready today!,27-Jan-17,Female,160,3895,497461,AKC,"""My name is Lilly and I specialize in good times. Where I am now is great, and I am being well taken care of, but I know that the real adventure starts once I've made my way to you. It'll be our rules, all the time! Hurry up and pick up that phone so we can get a roll on things! Don't wait, some other family might get a hold of my and I want to go home with you!”",9
Frankie,Great Dane,Mantle,175,I'm ready today!,27-Jan-17,Male,160,3075,497465,AKC,"Meet Frankie! He is a handsome boy with incredible show quality markings. He is large, smart, and quick. What a big boy he promises to be. He has a nice silky coat, show-able markings, and a handsome face. He has been raised in the home and is being loved and properly stimulated and socialized since birth. He is eager to learn everything you want to teach him and he can’t wait to arrive at his new home to begin. Don’t miss your chance to add this loving pup to your family!",9
