
Samson,12 weeks old,Goldendoodle,Light Golden,60 - 65 lbs,I'm ready today!,"January 9, 2017",Male,45 - 50 lbs,"$1,950",496730,Not registered,Your search has ended. Meet Samson! He is the true definition of man’s best friend. Samson loves to play and is ready at any moment to play with you or his toys. He will come home to you up to date on vaccinations and fully vet checked from head to tail! Samson has a very loving disposition and is looking for the perfect family to share that with. Could it be your family? He sure hopes so!
Skyler,12 weeks old,Goldendoodle,Light Golden,60 - 65 lbs,I'm ready today!,"January 9, 2017",Male,45 - 50 lbs,"$1,950",496732,Not registered,"This one of kind puppy is Skyler. Isn’t he just gorgeous? His mom is a Golden Retriever, and his dad is a Standard Poodle. Skyler cannot wait to join his new family. He is happy, healthy and ready to go. Skyler will have a complete nose to tail vet check and arrive with a current health certificate. He is ready to share many lifelong experiences with you and hopes you’re just as anxious to meet him as he is to meet you. Don’t miss out!"
Sterling,12 weeks old,Goldendoodle,Dark Golden,60 - 65 lbs,I'm ready today!,"January 9, 2017",Male,45 - 50 lbs,"$1,950",496734,Not registered,"Meet Sterling! This gorgeous boy is ready to make you his new best friend. Sterling is full of energy and spunk, and can’t wait to come home to you for belly rubs. He’s always ready to play and hopes you are too! He will be up to date on his vaccinations and pre-spoiled before coming to his new home. Make Sterling part of your family today; you’ll be glad you did!"
Sonny,17 weeks old,Chihuahua,Cream & White,4 1/2 - 5 lbs,I'm ready today!,"December 4, 2016",Male,4 1/2 - 5 lbs,"$1,950",496784,"Meet Sonny! He is a gorgeous cream colored apple head male. He is  very active and will give someone a lot of love and puppy kisses! Sonny will be sure to come home to you happy, healthy, and ready to play. He will be up to date on his puppy vaccinations and vet checks just in time to come to his new home. Don’t miss out on the newest addition to your family. He will be sure to steal your heart away."
Sassy Bell,17 weeks old,Chihuahua,Blue Merle & White,4 1/2 - 5 lbs,I'm ready today!,"December 4, 2016",Female,4 1/2 - 5 lbs,"$1,950",496786,"""Hi, I'm Sassy Bell! It's so nice to meet you! I've been waiting a long time for a wonderful family like yours. Will you bring me home? I sure hope so! We can cuddle, play fetch, and explore new things together. I don't mind bugs and mud pies are my favorite! I love to learn, and can't wait for you to teach me tricks! My vet says I'm super healthy and I'm up to date on my vaccinations. I hope to see you soon! Lots of puppy kisses, Sassy Bell."""
Elizabeth,9 weeks old,Australian Shepherd,Red Tri,40 - 45 lbs,I'm ready today!,"January 30, 2017",Female,35 - 40 lbs,"$1,825",496787,AKC,"Lizzie is a sweet girl, ready for a snuggle or a romp! Raised in our home with children of all ages and exposed to livestock and other animals, she's eager to join your family! Her coat is absolutely beautiful and perfect to pet all day! Elizabeth will have a complete nose to tail vet check and arrive up to date on her vaccinations. She is so excited to meet you. She can't wait to jump into your arms and shower you with puppy kisses!"
Cole,9 weeks old,Australian Shepherd,Red Tri,40 - 45 lbs,I'm ready today!,"January 30, 2017",Male,35 - 40 lbs,"$1,675",496795,AKC,"Cole is a happy puppy, and like any typical Aussie smart as a whip! He's eager to please and energetic. He is being raised in our home with children of all ages and is exposed to livestock and other animals. Cole is ready to come fill a place in your family! This cutie promises to bring so much love and fun into your life. Wouldn’t you love to have him? Cole sure hopes so because he knows you won’t regret it. Get ready for all the good times ahead!"
Tripp,9 weeks old,Australian Shepherd,Black,40 - 45 lbs,I'm ready today!,"January 30, 2017",Male,35 - 40 lbs,"$1,825",496797,AKC,"Tripp is a character! Can't miss him in the pile of puppies with that sweet blaze on his forehead. He's a curious little guy, fearless and friendly! He's being raised in our home with children of all ages and exposure to livestock and animals of all kinds. He will come home to you up to date on vaccinations and fully vet checked from head to tail! Tripp has a very loving disposition and is looking for the perfect family to share that with. Could it be your family? He sure hopes so!"
Stevie,10 weeks old,Dachshund,Chocolate & Tan,7 - 8 lbs,I'm ready today!,"January 23, 2017",Male,12 - 14 lbs,"$2,350",496817,"“I'm so happy that you are looking at my pictures. I'm even cuter in person! Everyone loves me! I have been told that I have a beautiful coat. It's fluffy and baby soft. Just think of all the fun things we can do together. We can shop for puppy toys together, take long walks on the beach or just stay at home watch a good movie on TV. I promise to meet you at the door every day, ready to play and cuddle, so choose me! I will be waiting by the phone for your call.”"
Connor,12 weeks old,Maltipoo,White,10 - 12 lbs,I'm ready today!,"January 8, 2017",Male,7 - 8 lbs,"$1,875",496826,Not registered,"Connor is quite the loving companion. He will make you wonder how you ever got along without him. He will surely make you smile with all his adorable antics. Connor hopes he can go home to you today so that he can bring you all his love and puppy kisses. This cute boy promises to always be by your side as your most faithful, four-legged companion. Wouldn't you love to make Connor yours today? Don't miss out!"
Cody,12 weeks old,Maltipoo,White,10 - 12 lbs,I'm ready today!,"January 8, 2017",Male,7 - 8 lbs,"$1,825",496827,Not registered,"Dreaming of the perfect puppy? Then meet Cody. He’s sure to make all your dreams come true! Cody is a sweet and playful boy that can’t wait to meet his new family. Once you see this cutie, it will be love at first sight. Just look at that precious face! Who could ever say no to him? Cody will arrive up to date on vaccinations. Get ready for a mess of fun with this great boy at your side!"
Cole,12 weeks old,Maltipoo,White,10 - 12 lbs,I'm ready today!,"January 8, 2017",Male,7 - 8 lbs,"$1,825",496828,Not registered,"Looking for a loving pup to call your own? Then look no further; Cole is here! Cole is the sweetest pup around. Once you gaze into his eyes, you’ll be hooked for life. This cutie promises to bring so much love and fun into your life. Wouldn’t you love to have him? Cole sure hopes so because he knows you won’t regret it. Get ready for all the good times ahead!"
Aria,11 weeks old,Shih Tzu,White,12 - 14 lbs,I'm ready today!,"January 11, 2017",Female,8 - 9 lbs,"$1,950",496835,APRI,"This one of kind puppy is Aria. Isn’t she just gorgeous? Aria cannot wait to join her new family. She is happy, healthy and ready to go. Aria will have a complete nose to tail vet check and arrive with a current health certificate. She is ready to share many lifelong experiences with you and hopes you’re just as anxious to meet her as she is to meet you. Don’t miss out!"
Kade,12 weeks old,Golden Retriever,Light Golden,70 - 75 lbs,I'm ready today!,"January 9, 2017",Male,60 - 65 lbs,"$1,775",496843,AKC,Meet Kade! He would make a wonderful addition to any family. He is up to date on vaccinations and would make a great lifelong companion. Kade is so excited to meet his new family. He has lots of love and puppy kisses to give. He hopes you’re ready for all the fun he has planned for you. This cutie loves to play and run around all day but also has no problem taking a nap when time permits. Kade is ready to meet you!
Fred,14 weeks old,Mastiff,Brindle,190 - 210 lbs,I'm ready today!,"December 27, 2016",Male,175 - 190 lbs,"$2,495",496855,AKC,"Fred is so loyal! He loves to go every where you are. Fred enjoys car rides and playing with children and other animals. This lovable pup is currently searching for a good, loving home. Whether playing all day or relaxing on the couch, Fred promises to be your most loving companion. This cutie will arrive to his new home up to date on vaccinations. Fred can't wait to jump into your arms and shower you with his many, many puppy kisses! Don't miss out!"
Izzy,16 weeks old,Chihuahua,Blue Merle,4 1/2 - 5 lbs,I'm ready today!,"December 7, 2016",Female,5 - 6 lbs,"$1,950",496856,"This is Izzy! She is a beautiful and friendly little girl who will make anyone happy. When arriving to her new home, Izzy will have a complete nose to tail vet check and arrive up to date on her vaccinations. Her coat is thick and soft to the touch. I’m sure you’ll fall in love with her at first sight. She can’t wait to be held in your arms and be loved. Just imagine all the fun things you can do! Whether shopping all day or taking a stroll on the beach, Izzy will surely be the loving companion you’ve been looking for."
Larry,11 weeks old,Cavalier King Charles Spaniel,Blenheim,14 - 16 lbs,I'm ready today!,"January 15, 2017",Male,14 - 16 lbs,"$2,350",496877,AKC,"Larry was born right in my bedroom, and will stay in the house until going to his new home. Larry's mom and dad are our family pets and are super friendly and intelligent. He is being raised in our home with our adult dogs. Everyday he is loved on, making his social skills over the top! Larry will come to you with a health certificate from our family vet. He will be current on vaccinations, as well as having a head start on crate and potty training. Larry will be sure to come to his new home happy, healthy, and ready to fill your home with his puppy love. What are you waiting for? You have found the perfect prince charming right here."
Paris,14 weeks old,German Shepherd,White,100 - 110 lbs,I'm ready today!,"December 25, 2016",Female,85 - 90 lbs,"$1,595",496879,"“Look at me! I am probably the cutest, little puppy you ever did see. Everyone that sees me always tells me how beautiful I am, and they can’t help but shower me with love, hugs, and kisses. I’m hoping that one day you’ll be able to do the same. I love to play and I can even take a nap with you when you want. Pick me! I promise you won’t regret it. I will love you, kiss you, and teach you to play so be sure to choose me today!”"
Sam,11 weeks old,Cavalier King Charles Spaniel,Blenheim,14 - 16 lbs,I'm ready today!,"January 15, 2017",Male,14 - 16 lbs,"$2,350",496880,AKC,"Sam was born right in my bedroom, and will stay in the house until going to his new home. Sam's mom and dad are our family pets and are super friendly and intelligent. He is being raised in our home with our adult dogs. Everyday he is loved on, making his social skills over the top! Sam will come to you with a health certificate from our family vet. He will be current on vaccinations, as well as having a head start on crate and potty training. Don’t let this little cuddle bug pass you by. He is just waiting for you to make him your forever baby boy."
Harley,12 weeks old,Siberian Husky,"Black, Tan & White",50 - 55 lbs,I'm ready today!,"January 10, 2017",Male,35 - 40 lbs,"$2,975",496895,AKC,"Harley is a blue eyed lover. He is a very laid back boy who's calm nature is unique for a puppy his age. He has a very gorgeous coat which will be plush. His mask is very distinguished and he is a well marked Husky. He is being raised with children of different ages, other dogs, cats, chickens, sheep, in other words he will be a well adapted puppy to whatever element you would care to have him in. He is an indoor and outdoor puppy who is learning to use a doggy door quite well. He has been on puppy pads since birth and uses them well. He will be taken places in the car so that he will be ready to travel with you. He will also be ready for a public setting. Don't let Harley get away! He is very unique for his breed."
Missy,10 weeks old,Border Collie,Black & White,45 - 50 lbs,I'm ready today!,"January 19, 2017",Female,30 - 35 lbs,"$1,950",496897,ABCA,"""Hi, my name is Missy, and I will make any home I go to the best puppy home on Earth. I am a real sweet heart, and I love to give tons of puppy kisses and hugs. I love to be held and cuddled. I will also be the catch of the town, I am just that pretty. I will be up to date on my vaccinations before coming home to you, so we can play as soon as I get there. I'm very excited about meeting my new family, so please don't make me wait too long!"""
Echo,9 weeks old,Chihuahua,Black,2 1/2 - 3 lbs,I'm ready today!,"January 27, 2017",Male,3 1/2 - 4 lbs,"$2,395",496905,"“Hi, my name is Echo. I am so anxious to meet my new forever family. Could that be with you? I sure hope so. I am a gorgeous puppy with a personality to match. I am also up to date on my vaccinations and vet checked from head to tail, so when you see me I will be as healthy as can be. I will love you, kiss you, and teach you to play so be sure to pick me and choose me today!”"
Cirrus,14 weeks old,Boxer,Black,70 - 75 lbs,I'm ready today!,"December 21, 2016",Male,60 - 65 lbs,"$3,850",496906,AKC,Cirrus is quite the loving companion. He will make you wonder how you ever got along without him. He will surely make you smile with all his adorable antics. Cirrus hopes he can go home to you today so that he can bring you all his love and puppy kisses. Just look at that precious face! Who could ever say no to him? Cirrus will arrive up to date on vaccinations. Get ready for a mess of fun with this great boy at your side!
Slater,14 weeks old,Havanese,Cream,10 - 12 lbs,I'm ready today!,"December 25, 2016",Male,10 - 12 lbs,"$1,825",496912,APRI,"Slater is a cream male Havanese with a little golden on ears. He is so sweet and loving, and loves to cuddle in our arms. He is very healthy and can't wait to be the king of your castle very soon. He is eating all dry dog food and will be ready to make his way to your house very soon. He is very smart and learning play and have a ball of fun. He is a very sweet pup! Slater will come home to you up to date on his puppy vaccinations and vet checks. Don’t let this baby boy pass you by. He will be that perfect, fun-loving addition that you have been looking for."
Skylar,14 weeks old,Havanese,Black & White,10 - 12 lbs,I'm ready today!,"December 25, 2016",Male,10 - 12 lbs,"$2,050",496913,APRI,"Skylar is a very loving male Havanese, with a great temperament too. He has a low shedding coat and loves people of all ages. He is being socialized and pre-spoiled. He is anxious to meet his new forever family very soon and can't wait for all the surprises to come. He will be the center of attention wherever he goes. His coloring is very handsome, and you will love to run your fingers thru his soft and silky coat. Pick him today and he will be coming your way very soon."
Cooper,16 weeks old,Pomeranian,Chocolate,6 - 7 lbs,I'm ready today!,"December 10, 2016",Male,8 - 9 lbs,"$2,725",496919,APRI,"Cooper is the one you have been looking for! He's perfect in every way! He is outgoing, playful, loving, and charming. He will be the talk of the town. Just look into those eyes and tell me you don’t agree. He is always so sweet and wants to please. Cooper will be sure to come to his new home happy, healthy, and ready to fill your home with his puppy love. He will be up to date on his puppy vaccinations and vet checks just in time to come home to you. What are you waiting for? You have found the perfect prince charming right here."
Conner,16 weeks old,Pomeranian,Chocolate & White,6 - 7 lbs,I'm ready today!,"December 10, 2016",Male,8 - 9 lbs,"$3,195",496920,APRI,"This little guy is absolutely beautiful with a wonderful, happy, playful and fun personality. He will be the talk of the town. Just look into those eyes and tell me you don’t agree. He is always so sweet and wants to please. Conner will be sure to come to his new home happy, healthy, and ready to fill your home with his puppy love. He will be up to date on his puppy vaccinations and vet checks just in time to come home to you. What are you waiting for? You have found the perfect prince charming right here."
Madison,16 weeks old,Pomeranian,Chocolate,6 - 7 lbs,I'm ready today!,"December 10, 2016",Female,8 - 9 lbs,"$2,725",496922,APRI,This is Madison! Madison has a beautiful and unique look; doesn’t she? She also has an amazing personality to match. Madison loves everyone she meets and loves to shower you with all of her sweet puppy kisses. Madison will have a complete nose to tail vet check and arrive up to date on her vaccinations. You can’t go wrong with this cutie. Madison is so anxious to meet her new family. Her bags are packed and ready to go!
Aeronca,14 weeks old,Boxer,Brindle,70 - 75 lbs,I'm ready today!,"December 21, 2016",Female,60 - 65 lbs,"$3,850",496924,AKC,"Stop! There is no need to look any further, because you are looking at the puppy of your dreams. Aeronca has a beautiful brindle coat, a gorgeous face, and a personality that will be a hit with all your friends and family. Whether it is a day out on the town, or cuddle time for a movie session, Aeronca is ready for it all. Before coming home to you, Aeronca will be vet checked, pre-spoiled, and up to date on her vaccinations. She will be ready for whatever fun you have planned when she arrives at her new home. Call now!"
Diamond,14 weeks old,Boxer,Reverse Brindle,70 - 75 lbs,I'm ready today!,"December 21, 2016",Female,60 - 65 lbs,"$3,850",496925,AKC,"This little treasure is Diamond! Diamond can't wait to pack up her bags and head to her new home. She has been waiting patiently for you. She will be vet checked, up to date on vaccinations, and pre-spoiled before arriving to you, so she will be ready for your love. She is ready to shower you in puppy kisses. Pick up the phone and make Diamond a part of your family today!"
Bentley,14 weeks old,Shih Tzu,Black,10 - 12 lbs,I'm ready today!,"December 23, 2016",Male,8 - 9 lbs,"$3,195",496928,APRI,This precious baby is super sweet and very loving. This little guy will be sure to steal your heart away with just one look into those puppy eyes. Bentley is as sweet as they come. He will be that perfect cuddle buddy you have been looking for. He is always the first to want to lay right up with you when it’s movie and popcorn time. He will be sure to come home to you up to date on his puppy vaccinations and vet checks. Don’t let this little cuddle bug pass you by. He is just waiting for you to make him your forever baby boy.
Broady,14 weeks old,Shih Tzu,Black,10 - 12 lbs,I'm ready today!,"December 23, 2016",Male,8 - 9 lbs,"$3,195",496929,APRI,"Meet Broady! This little doll is just precious, he is super sweet, very loving and is full of personality. Broady will be sure to come home to you happy, healthy, and ready to play. He will be up to date on his puppy vaccinations and vet checks just in time to come to his new home. Don’t miss out on the newest addition to your family. He will be sure to steal your heart away."
Carter,14 weeks old,Shih Tzu,Red,10 - 12 lbs,I'm ready today!,"December 23, 2016",Male,8 - 9 lbs,"$3,450",496930,APRI,"Meet Carter! This baby is super cute but don't let his small size fool you! Carter is quite capable of keeping up with you with his spirited and playful personality. Carter will be sure to come home to you happy, healthy, and ready to play. He will be up to date on his puppy vaccinations and vet checks just in time to come to his new home. Don’t miss out on the newest addition to your family. He will be sure to steal your heart away."
Dolly,13 weeks old,Mal-Shi,Red,7 - 8 lbs,I'm ready today!,"December 31, 2016",Female,8 - 9 lbs,"$2,875",496936,Not registered,This darling girl is ready to be shown off to your friends! Dolly is a gorgeous female puppy that wants to light up your life. Dolly will have a complete nose to tail vet check and arrive with a current health certificate. She will love running around town with you doing errands or snuggling at home to relax. Dolly is eager to find her forever home. Don’t miss out on this spectacular companion.
Danika,13 weeks old,Mal-Shi,Gold,7 - 8 lbs,I'm ready today!,"December 31, 2016",Female,8 - 9 lbs,"$2,875",496937,Not registered,"Ready to know what puppy love really is? Then meet Danika! This gorgeous girl will steal your heart the moment you meet her. She is that great companion that everyone wants. Danika will have a complete nose to tail vet check and arrive up to date on her vaccinations. She’s ready to play, but most importantly ready to love you always and unconditionally. This beauty truly is a special girl, so don’t let her slip by. A lifetime of wonderful memories is waiting for you!"
Bri,14 weeks old,Border Collie,Black & White,35 - 40 lbs,I'm ready today!,"December 27, 2016",Female,35 - 40 lbs,"$2,150",496942,ABCA,"Meet our little princess, Bri! She loves to wake up early and take long morning walks in the fresh air. Bri has her favorite toys and can play all day. She will make a great companion. Bri will have a complete nose to tail vet check and arrive up to date on her puppy vaccinations. She’s ready to meet her new family! Hurry! Don’t let her pass you by!"
Piper,14 weeks old,Border Collie,Black & White,35 - 40 lbs,I'm ready today!,"December 27, 2016",Male,35 - 40 lbs,"$2,150",496944,ABCA,"Stop right there! You have found your new baby boy. Piper is as adorable as a puppy can be. He will be sure to shower you with his puppy love kisses every morning just to let you know how much you mean to him. Piper will be sure to come home to you happy, healthy, and ready to play. He will be up to date on his puppy vaccinations and vet checks just in time to come to his new home. Don’t miss out on the newest addition to your family. He will be sure to steal your heart away."
Dirk,11 weeks old,Rottweiler,Black & Mahogany,130 - 140 lbs,I'm ready today!,"January 11, 2017",Male,80 - 85 lbs,"$1,675",496946,AKC,"“My name is Dirk and playing is my favorite! I’m an active puppy that enjoys company. I can’t wait to see my new home. To cheer up after a long day, puppy kisses do the trick! So don't worry, because I have plenty! I’m up to date on my vaccinations and vet checked from head to tail, so I’m a healthy pup. I will even come home with a current health certificate! I will surely have your heart in no time! Besides, can’t you see how attractive I am?  Don’t miss out on the fun! I can make your life just a bit more fun!”"
Stinger,12 weeks old,Chinese Shar-Pei,Black,35 - 40 lbs,I'm ready today!,"January 4, 2017",Male,35 - 40 lbs,"$2,050",496949,APRI,"Meet this handsome baby boy, Stinger! He is a true prince charming. He is just as handsome and lovable as they come. He is always up for anything. He will be the first to run in the yard for a good game of catch or to lie on the couch for a good nap. He is just an all-around great pup! Stinger will be sure to come home to you up to date on his vaccinations and vet checks. Don’t let this all around star pass you by. He will be sure to make that perfect, playful, loving addition that you and your family have been searching for."
Zia,14 weeks old,Mastiff,Fawn,190 - 210 lbs,I'm ready today!,"December 27, 2016",Female,175 - 190 lbs,"$2,350",496961,AKC,"Zia is a lovable little girl she enjoys running and playing with her toys. Zia is very loyal and wonderful with children and other animals. She’s a pampered and joyful little girl. Without a doubt, she’ll be the favorite of your home in no time. Her favorite hobby other than playtime is spending time with you. When Zia arrives to her new home, she will have a complete nose to tail vet check and arrive with a current health certificate. Zia is an all-round healthy girl waiting for the perfect family to entertain. Wouldn’t you love to have her? She can’t wait to love you!"
Tobie,10 weeks old,Goldendoodle,Golden,75 - 80 lbs,I'm ready today!,"January 23, 2017",Male,50 - 55 lbs,"$2,395",496973,CKC,"Tobie is very happy, charming little guy with tons of personality, in addition to smarts. He will follow you every step you take. He was born and being raised in our homes a valued member of our family. He is more than comfortable with all normal household activities in a calm loving environment. Tobie is a serious bundle of joy. He is very social and loves to be the center of attention. When we breed we look for good health, great looks and exceptional personalities. Moreover we are looking for intelligence. Dad is a rare chocolate poodle that excels at agility and love his frisbee. Mom is a loving, silly Goldendoodle whose relatives includes search and rescue, narcotic service, and therapy dogs. Our puppies are goofy, playful, intelligent and allergy friendly. Our puppies are given the best of care, constant attention, and showered with love. He will arrive family ready and pre-spoiled. What more could you ask for?"
Cam,14 weeks old,Bullmastiff,Fawn,140 - 150 lbs,I'm ready today!,"December 25, 2016",Female,140 - 150 lbs,"$2,350",496981,AKC,"Meet Cam. She is a beautiful girl with a wonderful personality. She is very friendly and playful. She just knows you'll love her as much as she'll love you! Cam will arrive healthy, happy, and current on vaccinations and vet checks. This cutie promises to bring much joy to your home. Don't miss out on making this special girl your very own. Puppy kisses are waiting!"
Lil Roo,13 weeks old,Italian Greyhound,Blue,7 - 8 lbs,I'm ready today!,"January 2, 2017",Male,12 - 14 lbs,"$2,595",496992,AKC,"“My name is Lil Roo! Why roll the dice to see what you get when I'm the cutest puppy for your family to get. Throw me a ball or show me your lap, it won't take you long to figure out where I'm at! I maybe young now, cute and cuddly at best, but wait until I get bigger and its lots of adventures with no rest! Take me home now and you won't regret it. The bond that we'll build, of love and affection, will make a lifelong partnership and an unforgettable connection!”"
Prince,15 weeks old,Havanese,Chocolate,10 - 12 lbs,I'm ready today!,"December 20, 2016",Male,8 - 9 lbs,"$3,195",497004,APRI,"“Why hello everyone! My name is Prince and it is so nice to meet you! I'm a little cutie that loves my people. I am quite the character. I do know that my cute little antics will win you over every time. I know how to make anyone smile. I love to play and bring my pillow into my bed at night. I can't wait to find a new forever family. Would you like to spend your days and night with me? I will be right there to bring you love and fill your heart with joy. I know what works when it comes to making your heart melt. I will look at you and then when you are not looking, I will jump up on your lap and give kisses. What I am looking for with my new family is lots of love and affection. You won't be disappointed and I can't wait to see you and start our lives together. By the way, I've already started packing my bags!”"
Blair,15 weeks old,Pomeranian,Black,7 - 8 lbs,I'm ready today!,"December 14, 2016",Female,6 - 7 lbs,"$2,450",497005,APRI,"“Hey! My name is Blair and I'm ready for you to pick me, so that I can brighten up our home! I'm full of life and fun. I can be the best movie, walking, and cuddle buddy that you will ever come across! Both of my parents are exceptional examples of our breed. I will arrive to you healthy and with my vaccinations up to date, before wiping my paws on our welcome mat. Ready for a lifelong best friend? Well I'm ready for my forever family!”"
Bella,15 weeks old,Pomeranian,Black,7 - 8 lbs,I'm ready today!,"December 14, 2016",Female,6 - 7 lbs,"$2,450",497008,APRI,"“Hi, I'm Bella! A picture is worth a thousand words and I'm sure that's why you clicked on me! I'm a beautiful puppy with a great disposition. I have wonderful parents that have started teaching me how to be a great companion. I hope to come home to you soon, so I can show you what I've learned. I will come home to you up to date on my vaccinations and vet checked. I'm waiting for you to pick me. You won't regret it!”"
Casanova,14 weeks old,Chihuahua,Cream & White,4 - 4 1/2 lbs,I'm ready today!,"December 23, 2016",Male,4 1/2 - 5 lbs,"$1,825",497010,AKC,"""Hi! My name is Casanova and I am a very gorgeous and unique puppy. I am now taking applications for my new family. I want to live with them forever, so I have to make sure that I choose the right one! I am told that I am very smart, sweet and playful. I love to watch what you do very attentively. Sometimes I feel the need to give you puppy kisses! I also really enjoy chasing my tail. I don't know what that thing does back there, but it intrigues me. I have yet to catch it, but I'll keep trying. I am looking for a family that will love and spoil me, as long as you let me spoil you with my love too. I think you could be the one for me!"""
Bree,15 weeks old,Pomeranian,Chocolate Sable,7 - 8 lbs,I'm ready today!,"December 14, 2016",Female,6 - 7 lbs,"$3,195",497011,APRI,"“I am sure glad you found my page! My name is Bree! When I am out on the town, people always stop to tell me how cute I am! I always love getting attention: pats on my head, kisses, and lots of rubs on my belly! When I am not enjoying the fresh air during my long walks, I also just like laying around the house watching TV or eating. On most days, I enjoy doing both at the same time. I am a laid back and lovable puppy. I am looking forward to having fun with my forever family. So, please don't pass me by! I am here waiting for you to make me your baby. I guarantee lots of puppy kisses!”"
Kimmie,10 weeks old,Yorkshire Terrier,"Black, White & Tan",5 - 6 lbs,I'm ready today!,"January 23, 2017",Female,4 - 4 1/2 lbs,"$3,075",497016,AKC,"“Hi! My name is Kimmie, and there is no need to look any further, because I am the one for you! I promise to brighten your every morning with puppy kisses and snuggle with you every night. I have the nicest coat that just begs to be petted. I have a secret to share with you, too. I absolutely love to have my tummy rubbed! I love it so much that I will melt in your arms while you do it. Don't you want me to be the newest addition to your family? I will have a complete nose to tail vet check and my vaccinations will also be up to date. Choose me and I promise to make a lifetime of memories with you. I can't wait to leap in your arms and be yours forever!”"
Bennie,10 weeks old,Yorkshire Terrier,"Black, White & Tan",5 - 6 lbs,I'm ready today!,"January 23, 2017",Male,4 - 4 1/2 lbs,"$3,025",497018,AKC,"“Hi everybody! My name is Bennie. First of all, I'd like to register a doggy complaint! It's really, really hard to type with paws! They told me I have to tell the world about how wonderful I am, so here goes nothing. I have the softest, fluffiest, and most beautiful coat that you will ever see! Everyone loves to pet me and I don't mind at all! I can lay there for hours soaking up every bit of affection. If you want to earn some doggie brownie points from me, then don't forget to rub my belly! I can't wait to meet my new family and go on all sorts of adventures. I have a whole lot of love to give and I want to spend every moment I can with you! Before I leave for my new home, I'm going to see my vet to make sure I'm completely healthy and current on vaccinations. I've got to go now, but I hope to join my new family soon, so that I can spend each and every day loving them!”"
Starr,16 weeks old,Labrador Retriever,Silver,85 - 90 lbs,I'm ready today!,"December 10, 2016",Female,75 - 80 lbs,"$3,395",497020,AKC,"Starr is one awesome puppy. She loves to play. She is a little ball of fire! Boss will be a very loyal companion to her new forever family and will come home to you up to date on vaccinations and a full head to tail vet check. Although she is a silver Lab,  she will be registered as chocolate. She hopes you love to cuddle and take a nap after a long day of fun. Doesn't that sound wonderful?"
Fondue,12 weeks old,Pomeranian,Chocolate & White,5 - 6 lbs,I'm ready today!,"January 9, 2017",Male,5 - 6 lbs,"$3,195",497023,AKC,"Look no further! You have found your new baby boy. Fondue is exactly what you have been looking for, perfect in every way. He loves playing ball in the yard and is always up for movie time. He is just waiting for that perfect family to make him theirs. Don’t miss out on this handsome baby boy. He will be sure to come home to you up to date on his puppy vaccinations and vet checks. What are you waiting for? Make this cuddle bug yours today."
Buster,10 weeks old,Great Dane,Mantle,160 - 175 lbs,I'm ready today!,"January 24, 2017",Male,130 - 140 lbs,"$3,025",497037,AKC,"Buster is energetic, and big boned and headed. He is 100% European. he is very playful and very outgoing. Buster loves to be around others and likes a lot of attention. He is just waiting for that perfect family to make him theirs. Don’t miss out on this handsome baby boy. He will be sure to come home to you up to date on his puppy vaccinations and vet checks. What are you waiting for? Make this cuddle bug yours today."
Monty,8 weeks old,Yorkshire Terrier,Black & Tan,4 - 4 1/2 lbs,"April 7, 2017","February 3, 2017",Male,4 - 4 1/2 lbs,"$2,150",497038,AKC,"Monty is so adorable and has the cutest little short nose, with the precious baby doll type face. He's going to have a lovely long flowing silk coat, or you can keep him in a puppy cut. He's going to be an absolutely gorgeous boy all grown up. He will be up to date on his vaccinations and fully vet checked. I start my puppies on potty training and they are spoiled by children and very social, outgoing, happy and healthy puppies. Call about Monty today!"
Poe,11 weeks old,Poodle,Black,4 - 4 1/2 lbs,"April 5, 2017","January 11, 2017",Male,5 - 6 lbs,"$3,195",497043,"Look no further! You have found your new baby boy. Poe is exactly what you have been looking for, perfect in every way. He is just waiting for that perfect family to make him theirs. Don’t miss out on this handsome baby boy. Poe will come home to you up to date on his puppy vaccinations and vet checks. Don’t let this baby boy pass you by. He will be that perfect, fun-loving addition that you have been looking for."
Daisy,10 weeks old,Great Dane,Mantle,160 - 175 lbs,I'm ready today!,"January 24, 2017",Female,130 - 140 lbs,"$3,025",497056,AKC,"Daisy a 100% European Great Dane. She is full of energy. Look at the big bones and head on this girl! She likes laying around and playing with her littermates. This perfect baby girl will come to her new loving home with a complete nose to tail vet check and arrive up to date on her vaccinations. Daisy is just waiting for you to make her yours. This amazing girl will be sure to come home full of loving, puppy kisses just for you."
Yukon,12 weeks old,Siberian Husky,"Black, Gray & White",50 - 55 lbs,I'm ready today!,"January 10, 2017",Male,35 - 40 lbs,"$3,025",497062,AKC,"Meet Yukon! He is a beautiful boy. His mask is exceptional, surrounding his deep blue eyes. With the contrasting colors on this puppy, he is sure to stand out in a crowd. He is a very outgoing puppy and is very curious about his surroundings. He was the first born in his litter. Yukon was born on puppy pads and is using them very well. He is also using a doggy door and following his mom out to do his business. Yukon is being raised with children and has been held and loved since the day he was born. He is also being raised on a working cattle ranch and farm. He will be acclimated to other dogs, cats, chickens, cows, sheep and a pony. He will also be taken places such as pet stores so that he will be in contact with different environments. His parents have very laid back, docile personalities and he exhibits this as well. He is a very gorgeous boy from championship bloodlines on his mom's side and he has the looks to prove it."
